service_date,day_type,bus,rail_boardings,total_rides,year,month,day_of_week,period,day_of_year,lag_1,lag_7,lag_30,rolling_7,rolling_30
2019-10-03,W,885919,781701,1667620,2019,10,3,Before 2020,276,765652.0,791418.0,738399.0,637628.8571428572,667684.8
2019-10-04,W,851906,740946,1592852,2019,10,4,Before 2020,277,781701.0,699996.0,762868.0,636240.7142857143,669128.2
2019-10-05,A,492689,388710,881399,2019,10,5,Before 2020,278,740946.0,401745.0,800432.0,642090.7142857143,668397.4666666667
2019-10-06,U,403747,306647,710394,2019,10,6,Before 2020,279,388710.0,294350.0,744323.0,640228.5714285715,654673.4
2019-10-07,W,845146,748413,1593559,2019,10,0,Before 2020,280,306647.0,738159.0,420502.0,641985.2857142857,640084.2
2019-10-08,W,868009,773805,1641814,2019,10,1,Before 2020,281,748413.0,772082.0,310823.0,643450.1428571428,651014.5666666667
2019-10-09,W,857532,766121,1623653,2019,10,2,Before 2020,282,773805.0,765652.0,737160.0,643696.2857142857,666447.3
2019-10-10,W,855556,803767,1659323,2019,10,3,Before 2020,283,766121.0,781701.0,769458.0,643763.2857142857,667412.6666666666
2019-10-11,W,776609,762011,1538620,2019,10,4,Before 2020,284,803767.0,740946.0,777407.0,646915.5714285715,668556.3
2019-10-12,A,480048,470284,950332,2019,10,5,Before 2020,285,762011.0,388710.0,795224.0,649924.8571428572,668043.1
2019-10-13,U,319885,522816,842701,2019,10,6,Before 2020,286,470284.0,306647.0,800812.0,661578.2857142857,657211.7666666667
2019-10-14,W,666607,698402,1365009,2019,10,0,Before 2020,287,522816.0,748413.0,487396.0,692459.5714285715,647945.2333333333
2019-10-15,W,844826,788101,1632927,2019,10,1,Before 2020,288,698402.0,773805.0,352467.0,685315.1428571428,654978.7666666667
2019-10-16,W,845543,782133,1627676,2019,10,2,Before 2020,289,788101.0,766121.0,777685.0,687357.4285714285,669499.9
2019-10-17,W,787285,790202,1577487,2019,10,3,Before 2020,290,782133.0,803767.0,797063.0,689644.8571428572,669648.1666666666
2019-10-18,W,762811,778466,1541277,2019,10,4,Before 2020,291,790202.0,762011.0,807081.0,687707.0,669419.4666666667
2019-10-19,A,499700,467794,967494,2019,10,5,Before 2020,292,778466.0,470284.0,816086.0,690057.7142857143,668465.6333333333
2019-10-20,U,377822,340156,717978,2019,10,6,Before 2020,293,467794.0,522816.0,803291.0,689702.0,656855.9
2019-10-21,W,739027,727743,1466770,2019,10,0,Before 2020,294,340156.0,698402.0,440464.0,663607.7142857143,641418.0666666667
2019-10-22,W,772142,750644,1522786,2019,10,1,Before 2020,295,727743.0,788101.0,299658.0,667799.2857142857,650994.0333333333
2019-10-23,W,789783,791468,1581251,2019,10,2,Before 2020,296,750644.0,782133.0,766712.0,662448.2857142857,666026.9
2019-10-24,W,790853,766559,1557412,2019,10,3,Before 2020,297,791468.0,790202.0,780378.0,663781.8571428572,666852.1
2019-10-25,W,757907,729221,1487128,2019,10,4,Before 2020,298,766559.0,778466.0,781453.0,660404.2857142857,666391.4666666667
2019-10-26,A,412819,356371,769190,2019,10,5,Before 2020,299,729221.0,467794.0,791418.0,653369.2857142857,664650.4
2019-10-27,U,390090,314740,704830,2019,10,6,Before 2020,300,356371.0,340156.0,699996.0,637451.7142857143,650148.8333333334
2019-10-28,W,762580,729809,1492389,2019,10,0,Before 2020,301,314740.0,727743.0,401745.0,633820.8571428572,637306.9666666667
2019-10-29,W,781400,752054,1533454,2019,10,1,Before 2020,302,729809.0,750644.0,294350.0,634116.0,648242.4333333333
2019-10-30,W,733054,721966,1455020,2019,10,2,Before 2020,303,752054.0,791468.0,738159.0,634317.4285714285,663499.2333333333
2019-10-31,W,698934,693962,1392896,2019,10,3,Before 2020,304,721966.0,766559.0,772082.0,624388.5714285715,662959.4666666667
2019-11-01,W,798542,719267,1517809,2019,11,4,Before 2020,305,693962.0,729221.0,765652.0,614017.5714285715,660355.4666666667
2019-11-02,A,467877,381954,849831,2019,11,5,Before 2020,306,719267.0,356371.0,781701.0,612595.5714285715,658809.3
2019-11-03,U,356367,310621,666988,2019,11,6,Before 2020,307,381954.0,314740.0,740946.0,616250.2857142857,645484.4
2019-11-04,W,848867,749735,1598602,2019,11,0,Before 2020,308,310621.0,729809.0,388710.0,615661.8571428572,631140.2333333333
2019-11-05,W,855055,769233,1624288,2019,11,1,Before 2020,309,749735.0,752054.0,306647.0,618508.4285714285,643174.4
2019-11-06,W,840399,762015,1602414,2019,11,2,Before 2020,310,769233.0,721966.0,748413.0,620962.5714285715,658593.9333333333
2019-11-07,W,821063,768460,1589523,2019,11,3,Before 2020,311,762015.0,693962.0,773805.0,626683.8571428572,659047.3333333334
2019-11-08,W,718820,702518,1421338,2019,11,4,Before 2020,312,768460.0,719267.0,766121.0,637326.4285714285,658869.1666666666
2019-11-09,A,479816,386355,866171,2019,11,5,Before 2020,313,702518.0,381954.0,803767.0,634933.7142857143,656749.0666666667
2019-11-10,U,353042,292170,645212,2019,11,6,Before 2020,314,386355.0,310621.0,762011.0,635562.4285714285,642835.3333333334
2019-11-11,W,590714,604475,1195189,2019,11,0,Before 2020,315,292170.0,749735.0,470284.0,632926.5714285715,627173.9666666667
2019-11-12,W,756604,724448,1481052,2019,11,1,Before 2020,316,604475.0,769233.0,522816.0,612175.1428571428,631647.0
2019-11-13,W,762247,729140,1491387,2019,11,2,Before 2020,317,724448.0,762015.0,698402.0,605777.2857142857,638368.0666666667
2019-11-14,W,764328,745044,1509372,2019,11,3,Before 2020,318,729140.0,768460.0,788101.0,601080.8571428572,639392.6666666666
2019-11-15,W,794430,732607,1527037,2019,11,4,Before 2020,319,745044.0,702518.0,782133.0,597735.7142857143,637957.4333333333
2019-11-16,A,467987,398924,866911,2019,11,5,Before 2020,320,732607.0,386355.0,790202.0,602034.1428571428,636306.5666666667
2019-11-17,U,340985,280372,621357,2019,11,6,Before 2020,321,398924.0,292170.0,778466.0,603829.7142857143,623263.9666666667
2019-11-18,W,807951,731335,1539286,2019,11,0,Before 2020,322,280372.0,604475.0,467794.0,602144.2857142857,606660.8333333334
2019-11-19,W,822152,755257,1577409,2019,11,1,Before 2020,323,731335.0,724448.0,340156.0,620267.1428571428,615445.5333333333
2019-11-20,W,839934,756096,1596030,2019,11,2,Before 2020,324,755257.0,729140.0,727743.0,624668.4285714285,629282.2333333333
2019-11-21,W,790016,752762,1542778,2019,11,3,Before 2020,325,756096.0,745044.0,750644.0,628519.2857142857,630227.3333333334
2019-11-22,W,817445,782838,1600283,2019,11,4,Before 2020,326,752762.0,732607.0,791468.0,629621.8571428572,630297.9333333333
2019-11-23,A,468337,443394,911731,2019,11,5,Before 2020,327,782838.0,398924.0,766559.0,636797.7142857143,630010.2666666667
2019-11-24,U,358133,301849,659982,2019,11,6,Before 2020,328,443394.0,280372.0,729221.0,643150.5714285715,619238.1
2019-11-25,W,810928,721624,1532552,2019,11,0,Before 2020,329,301849.0,731335.0,356371.0,646218.7142857143,604992.3666666667
2019-11-26,W,791651,707015,1498666,2019,11,1,Before 2020,330,721624.0,755257.0,314740.0,644831.4285714285,617167.4666666667
2019-11-27,W,669245,576379,1245624,2019,11,2,Before 2020,331,707015.0,756096.0,729809.0,637939.7142857143,630243.3
2019-11-28,U,244233,186732,430965,2019,11,3,Before 2020,332,576379.0,752762.0,752054.0,612265.8571428572,625128.9666666667
2019-11-29,W,480801,373012,853813,2019,11,4,Before 2020,333,186732.0,782838.0,721966.0,531404.4285714285,606284.9
2019-11-30,A,386439,302733,689172,2019,11,5,Before 2020,334,373012.0,443394.0,693962.0,472857.85714285716,594653.1
2019-12-01,U,315646,257317,572963,2019,12,6,Before 2020,335,302733.0,301849.0,719267.0,452763.4285714286,581612.1333333333
2019-12-02,W,803894,702424,1506318,2019,12,0,Before 2020,336,257317.0,721624.0,381954.0,446401.71428571426,566213.8
2019-12-03,W,849440,732651,1582091,2019,12,1,Before 2020,337,702424.0,707015.0,310621.0,443658.85714285716,576896.1333333333
2019-12-04,W,837738,739104,1576842,2019,12,2,Before 2020,338,732651.0,576379.0,749735.0,447321.14285714284,590963.8
2019-12-05,W,833516,761399,1594915,2019,12,3,Before 2020,339,739104.0,186732.0,769233.0,470567.5714285714,590609.4333333333
2019-12-06,W,799551,729231,1528782,2019,12,4,Before 2020,340,761399.0,373012.0,762015.0,552662.8571428572,590348.3
2019-12-07,A,472207,404394,876601,2019,12,5,Before 2020,341,729231.0,302733.0,768460.0,603551.2857142857,589255.5
2019-12-08,U,347917,286023,633940,2019,12,6,Before 2020,342,404394.0,257317.0,702518.0,618074.2857142857,577119.9666666667
2019-12-09,W,786431,690443,1476874,2019,12,0,Before 2020,343,286023.0,702424.0,386355.0,622175.1428571428,563236.8
2019-12-10,W,770888,697269,1468157,2019,12,1,Before 2020,344,690443.0,732651.0,292170.0,620463.5714285715,573373.0666666667
2019-12-11,W,753922,692730,1446652,2019,12,2,Before 2020,345,697269.0,739104.0,604475.0,615409.0,586876.3666666667
2019-12-12,W,787393,716707,1504100,2019,12,3,Before 2020,346,692730.0,761399.0,724448.0,608784.1428571428,589818.2
2019-12-13,W,788504,704438,1492942,2019,12,4,Before 2020,347,716707.0,729231.0,729140.0,602399.5714285715,589560.1666666666
2019-12-14,A,471203,367508,838711,2019,12,5,Before 2020,348,704438.0,404394.0,745044.0,598857.7142857143,588736.7666666667
2019-12-15,U,348516,255659,604175,2019,12,6,Before 2020,349,367508.0,286023.0,732607.0,593588.2857142857,576152.2333333333
2019-12-16,W,743694,648766,1392460,2019,12,0,Before 2020,350,255659.0,690443.0,398924.0,589250.5714285715,560253.9666666667
2019-12-17,W,765207,678194,1443401,2019,12,1,Before 2020,351,648766.0,697269.0,280372.0,583296.7142857143,568582.0333333333
2019-12-18,W,734493,658439,1392932,2019,12,2,Before 2020,352,678194.0,692730.0,731335.0,580571.7142857143,581842.7666666667
2019-12-19,W,745959,664554,1410513,2019,12,3,Before 2020,353,658439.0,716707.0,755257.0,575673.0,579412.9
2019-12-20,W,731997,640236,1372233,2019,12,4,Before 2020,354,664554.0,704438.0,756096.0,568222.5714285715,576389.4666666667
2019-12-21,A,454167,356991,811158,2019,12,5,Before 2020,355,640236.0,367508.0,752762.0,559050.8571428572,572527.4666666667
2019-12-22,U,350959,283094,634053,2019,12,6,Before 2020,356,356991.0,255659.0,782838.0,557548.4285714285,559335.1
2019-12-23,W,601685,501524,1103209,2019,12,0,Before 2020,357,283094.0,648766.0,443394.0,561467.7142857143,542676.9666666667
2019-12-24,W,462098,310604,772702,2019,12,1,Before 2020,358,501524.0,678194.0,301849.0,540433.1428571428,544614.6333333333
2019-12-25,U,200121,133009,333130,2019,12,2,Before 2020,359,310604.0,658439.0,721624.0,487920.28571428574,544906.4666666667
2019-12-26,W,517911,402948,920859,2019,12,3,Before 2020,360,133009.0,664554.0,707015.0,412858.85714285716,525285.9666666667
2019-12-27,W,552198,445835,998033,2019,12,4,Before 2020,361,402948.0,640236.0,576379.0,375486.5714285714,515150.4
2019-12-28,A,394869,298646,693515,2019,12,5,Before 2020,362,445835.0,356991.0,186732.0,347715.0,510798.93333333335
2019-12-29,U,315428,251105,566533,2019,12,6,Before 2020,363,298646.0,283094.0,373012.0,339380.0,514529.4
2019-12-30,W,544713,480721,1025434,2019,12,0,Before 2020,364,251105.0,501524.0,302733.0,334810.14285714284,510465.8333333333
2019-12-31,W,511289,431677,942966,2019,12,1,Before 2020,365,480721.0,310604.0,257317.0,331838.28571428574,516398.76666666666
2020-01-01,U,267300,255759,523059,2020,1,2,2020,1,431677.0,133009.0,702424.0,349134.4285714286,522210.76666666666
2020-01-02,W,651421,565139,1216560,2020,1,3,2020,2,255759.0,402948.0,732651.0,366670.14285714284,507321.93333333335
2020-01-03,W,688165,578202,1266367,2020,1,4,2020,3,565139.0,445835.0,739104.0,389840.28571428574,501738.2
2020-01-04,A,409243,306656,715899,2020,1,5,2020,4,578202.0,298646.0,761399.0,408749.85714285716,496374.8
2020-01-05,U,314424,234155,548579,2020,1,6,2020,5,306656.0,251105.0,729231.0,409894.14285714284,481216.7
2020-01-06,W,750349,659521,1409870,2020,1,0,2020,6,234155.0,480721.0,404394.0,407472.71428571426,464714.1666666667
2020-01-07,W,775765,677497,1453262,2020,1,1,2020,7,659521.0,431677.0,286023.0,433015.5714285714,473218.4
2020-01-08,W,744261,665227,1409488,2020,1,2,2020,8,677497.0,255759.0,690443.0,468132.71428571426,486267.5333333333
2020-01-09,W,758063,679244,1437307,2020,1,3,2020,9,665227.0,565139.0,697269.0,526628.1428571428,485427.0
2020-01-10,W,753866,654344,1408210,2020,1,4,2020,10,679244.0,578202.0,692730.0,542928.8571428572,484826.1666666667
2020-01-11,A,345787,281493,627280,2020,1,5,2020,11,654344.0,306656.0,716707.0,553806.2857142857,483546.63333333336
2020-01-12,U,294457,237736,532193,2020,1,6,2020,12,281493.0,234155.0,704438.0,550211.5714285715,469039.5
2020-01-13,W,775861,699927,1475788,2020,1,0,2020,13,237736.0,659521.0,367508.0,550723.1428571428,453482.76666666666
2020-01-14,W,807239,720277,1527516,2020,1,1,2020,14,699927.0,677497.0,255659.0,556495.4285714285,464563.4
2020-01-15,W,794821,720057,1514878,2020,1,2,2020,15,720277.0,665227.0,648766.0,562606.8571428572,480050.6666666667
2020-01-16,W,774375,715978,1490353,2020,1,3,2020,16,720057.0,679244.0,678194.0,570439.7142857143,482427.0333333333
2020-01-17,W,737073,687789,1424862,2020,1,4,2020,17,715978.0,654344.0,658439.0,575687.4285714285,483686.5
2020-01-18,A,371460,319878,691338,2020,1,5,2020,18,687789.0,281493.0,664554.0,580465.2857142857,484664.8333333333
2020-01-19,U,256029,219005,475034,2020,1,6,2020,19,319878.0,237736.0,640236.0,585948.8571428572,473175.63333333336
2020-01-20,W,477995,410324,888319,2020,1,0,2020,20,219005.0,699927.0,356991.0,583273.0,459134.6
2020-01-21,W,789718,712386,1502104,2020,1,1,2020,21,410324.0,720277.0,283094.0,541901.1428571428,460912.36666666664
2020-01-22,W,794213,715399,1509612,2020,1,2,2020,22,712386.0,720057.0,501524.0,540773.8571428572,475222.1
2020-01-23,W,768601,717469,1486070,2020,1,3,2020,23,715399.0,715978.0,310604.0,540108.4285714285,482351.26666666666
2020-01-24,W,745526,677320,1422846,2020,1,4,2020,24,717469.0,687789.0,133009.0,540321.4285714285,495913.43333333335
2020-01-25,A,408051,320905,728956,2020,1,5,2020,25,677320.0,319878.0,402948.0,538825.8571428572,514057.13333333336
2020-01-26,U,318824,241153,559977,2020,1,6,2020,26,320905.0,219005.0,445835.0,538972.5714285715,511322.36666666664
2020-01-27,W,790014,697371,1487385,2020,1,0,2020,27,241153.0,410324.0,298646.0,542136.5714285715,504499.63333333336
2020-01-28,W,802484,715500,1517984,2020,1,1,2020,28,697371.0,712386.0,251105.0,583143.2857142857,517790.4666666667
2020-01-29,W,793740,711177,1504917,2020,1,2,2020,29,715500.0,715399.0,480721.0,583588.1428571428,533270.3
2020-01-30,W,787640,718793,1506433,2020,1,3,2020,30,711177.0,717469.0,431677.0,582985.0,540952.1666666666
2020-01-31,W,735622,665472,1401094,2020,1,4,2020,31,718793.0,677320.0,255759.0,583174.1428571428,550522.7
2020-02-01,A,449112,325925,775037,2020,2,5,2020,32,665472.0,320905.0,565139.0,581481.5714285715,564179.8
2020-02-02,U,352056,253149,605205,2020,2,6,2020,33,325925.0,241153.0,578202.0,582198.7142857143,556206.0
2020-02-03,W,816538,689308,1505846,2020,2,0,2020,34,253149.0,697371.0,306656.0,583912.4285714285,545370.9
2020-02-04,W,806946,710072,1517018,2020,2,1,2020,35,689308.0,715500.0,234155.0,582760.5714285715,558125.9666666667
2020-02-05,W,802795,707772,1510567,2020,2,2,2020,36,710072.0,711177.0,659521.0,581985.1428571428,573989.8666666667
2020-02-06,W,761859,701795,1463654,2020,2,3,2020,37,707772.0,718793.0,677497.0,581498.7142857143,575598.2333333333
2020-02-07,W,778480,676805,1455285,2020,2,4,2020,38,701795.0,665472.0,665227.0,579070.4285714285,576408.1666666666
2020-02-08,A,456540,325289,781829,2020,2,5,2020,39,676805.0,325925.0,679244.0,580689.4285714285,576794.1
2020-02-09,U,310705,223411,534116,2020,2,6,2020,40,325289.0,253149.0,654344.0,580598.5714285715,564995.6
2020-02-10,W,799851,694168,1494019,2020,2,0,2020,41,223411.0,689308.0,281493.0,576350.2857142857,550631.1666666666
2020-02-11,W,819275,717350,1536625,2020,2,1,2020,42,694168.0,710072.0,237736.0,577044.5714285715,564387.0
2020-02-12,W,785838,697300,1483138,2020,2,2,2020,43,717350.0,707772.0,699927.0,578084.2857142857,580374.1333333333
2020-02-13,W,746798,689019,1435817,2020,2,3,2020,44,697300.0,701795.0,720277.0,576588.2857142857,580286.5666666667
2020-02-14,W,674960,628729,1303689,2020,2,4,2020,45,689019.0,676805.0,720057.0,574763.1428571428,579244.6333333333
2020-02-15,A,408435,326795,735230,2020,2,5,2020,46,628729.0,325289.0,715978.0,567895.1428571428,576200.3666666667
2020-02-16,U,338343,267790,606133,2020,2,6,2020,47,326795.0,223411.0,687789.0,568110.2857142857,563227.6
2020-02-17,W,567523,502927,1070450,2020,2,0,2020,48,267790.0,694168.0,319878.0,574450.1428571428,549227.6333333333
2020-02-18,W,815098,711305,1526403,2020,2,1,2020,49,502927.0,717350.0,219005.0,547130.0,555329.2666666667
2020-02-19,W,804097,707598,1511695,2020,2,2,2020,50,711305.0,697300.0,410324.0,546266.4285714285,571739.2666666667
2020-02-20,W,778698,700575,1479273,2020,2,3,2020,51,707598.0,689019.0,712386.0,547737.5714285715,581648.4
2020-02-21,W,782853,675973,1458826,2020,2,4,2020,52,700575.0,628729.0,715399.0,549388.4285714285,581254.7
2020-02-22,A,463771,344117,807888,2020,2,5,2020,53,675973.0,326795.0,717469.0,556137.5714285715,579940.5
2020-02-23,U,357784,260505,618289,2020,2,6,2020,54,344117.0,267790.0,677320.0,558612.1428571428,567495.4333333333
2020-02-24,W,789498,682036,1471534,2020,2,0,2020,55,260505.0,502927.0,320905.0,557571.4285714285,553601.6
2020-02-25,W,781725,693749,1475474,2020,2,1,2020,56,682036.0,711305.0,241153.0,583158.4285714285,565639.3
2020-02-26,W,756936,682501,1439437,2020,2,2,2020,57,693749.0,707598.0,697371.0,580650.4285714285,580725.8333333334
2020-02-27,W,778992,698886,1477878,2020,2,3,2020,58,682501.0,700575.0,715500.0,577065.1428571428,580230.1666666666
2020-02-28,W,786008,665937,1451945,2020,2,4,2020,59,698886.0,675973.0,711177.0,576823.8571428572,579676.3666666667
2020-02-29,A,458601,337983,796584,2020,2,5,2020,60,665937.0,344117.0,718793.0,575390.1428571428,578168.3666666667
2020-03-01,U,357257,267438,624695,2020,3,6,2020,61,337983.0,260505.0,665472.0,574513.8571428572,565474.7
2020-03-02,W,785700,666046,1451746,2020,3,0,2020,62,267438.0,682036.0,325925.0,575504.2857142857,552206.9
2020-03-03,W,834640,701777,1536417,2020,3,1,2020,63,666046.0,693749.0,253149.0,573220.0,563544.2666666667
2020-03-04,W,815420,699192,1514612,2020,3,2,2020,64,701777.0,682501.0,689308.0,574366.8571428572,578498.5333333333
2020-03-05,W,803260,698732,1501992,2020,3,3,2020,65,699192.0,698886.0,710072.0,576751.2857142857,578828.0
2020-03-06,W,767084,655010,1422094,2020,3,4,2020,66,698732.0,665937.0,707772.0,576729.2857142857,578450.0
2020-03-07,A,455672,366530,822202,2020,3,5,2020,67,655010.0,337983.0,701795.0,575168.2857142857,576691.2666666667
2020-03-08,U,343291,269577,612868,2020,3,6,2020,68,366530.0,267438.0,676805.0,579246.4285714285,565515.7666666667
2020-03-09,W,736013,647602,1383615,2020,3,0,2020,69,269577.0,666046.0,325289.0,579552.0,551941.5
2020-03-10,W,787025,678996,1466021,2020,3,1,2020,70,647602.0,701777.0,223411.0,576917.1428571428,562685.2666666667
2020-03-11,W,767610,660739,1428349,2020,3,2,2020,71,678996.0,699192.0,694168.0,573662.7142857143,577871.4333333333
2020-03-12,W,737628,601682,1339310,2020,3,3,2020,72,660739.0,698732.0,717350.0,568169.4285714285,576757.1333333333
2020-03-13,W,674594,496474,1171068,2020,3,4,2020,73,601682.0,655010.0,697300.0,554305.1428571428,572901.5333333333
2020-03-14,A,347925,235841,583766,2020,3,5,2020,74,496474.0,366530.0,689019.0,531657.1428571428,566207.3333333334
2020-03-15,U,256591,166575,423166,2020,3,6,2020,75,235841.0,269577.0,628729.0,512987.28571428574,551101.4
2020-03-16,W,493179,284844,778023,2020,3,0,2020,76,166575.0,647602.0,326795.0,498272.71428571426,535696.2666666667
2020-03-17,W,390091,217294,607385,2020,3,1,2020,77,284844.0,678996.0,267790.0,446450.14285714284,534297.9
2020-03-18,W,320242,179316,499558,2020,3,2,2020,78,217294.0,660739.0,502927.0,380492.71428571426,532614.7
2020-03-19,W,305501,163013,468514,2020,3,3,2020,79,179316.0,601682.0,711305.0,311718.0,521827.6666666667
2020-03-20,W,303882,152797,456679,2020,3,4,2020,80,163013.0,496474.0,707598.0,249051.0,503551.26666666666
2020-03-21,A,185406,86695,272101,2020,3,5,2020,81,152797.0,235841.0,700575.0,199954.2857142857,485057.9
2020-03-22,U,113282,60490,173772,2020,3,6,2020,82,86695.0,166575.0,675973.0,178647.7142857143,464595.23333333334
2020-03-23,W,212121,103992,316113,2020,3,0,2020,83,60490.0,284844.0,344117.0,163492.7142857143,444079.13333333336
2020-03-24,W,220319,105312,325631,2020,3,1,2020,84,103992.0,217294.0,260505.0,137656.7142857143,436074.9666666667
2020-03-25,W,229414,106913,336327,2020,3,2,2020,85,105312.0,179316.0,682036.0,121659.28571428571,430901.86666666664
2020-03-26,W,211746,100860,312606,2020,3,3,2020,86,106913.0,163013.0,693749.0,111316.0,411731.1
2020-03-27,W,220715,102714,323429,2020,3,4,2020,87,100860.0,152797.0,682501.0,102437.0,391968.13333333336
2020-03-28,A,144561,68572,213133,2020,3,5,2020,88,102714.0,86695.0,698886.0,95282.28571428571,372641.9
2020-03-29,U,111188,57736,168924,2020,3,6,2020,89,68572.0,60490.0,665937.0,92693.28571428571,351631.43333333335
2020-03-30,W,208762,96996,305758,2020,3,0,2020,90,57736.0,103992.0,337983.0,92299.85714285714,331358.06666666665
2020-03-31,W,200537,94709,295246,2020,3,1,2020,91,96996.0,105312.0,267438.0,91300.42857142857,323325.1666666667
2020-04-01,W,235503,100042,335545,2020,4,2,2020,92,94709.0,106913.0,666046.0,89785.71428571429,317567.5333333333
2020-04-02,W,214222,95183,309405,2020,4,3,2020,93,100042.0,100860.0,701777.0,88804.14285714286,298700.73333333334
2020-04-03,W,240528,101015,341543,2020,4,4,2020,94,95183.0,102714.0,699192.0,87993.14285714286,278480.93333333335
2020-04-04,A,154302,65727,220029,2020,4,5,2020,95,101015.0,68572.0,698732.0,87750.42857142857,258541.7
2020-04-05,U,118701,53173,171874,2020,4,6,2020,96,65727.0,57736.0,655010.0,87344.0,237441.53333333333
2020-04-06,W,199323,89714,289037,2020,4,0,2020,97,53173.0,96996.0,366530.0,86692.14285714286,217380.3
2020-04-07,W,202629,90824,293453,2020,4,1,2020,98,89714.0,94709.0,269577.0,85651.85714285714,208153.1
2020-04-08,W,197789,88894,286683,2020,4,2,2020,99,90824.0,100042.0,647602.0,85096.85714285714,202194.66666666666
2020-04-09,W,189898,86725,276623,2020,4,3,2020,100,88894.0,95183.0,678996.0,83504.28571428571,183571.06666666668
2020-04-10,W,202934,85608,288542,2020,4,4,2020,101,86725.0,101015.0,660739.0,82296.0,163828.7
2020-04-11,A,161743,59808,221551,2020,4,5,2020,102,85608.0,65727.0,601682.0,80095.0,144657.66666666666
2020-04-12,U,117907,46243,164150,2020,4,6,2020,103,59808.0,53173.0,496474.0,79249.42857142857,126595.2
2020-04-13,W,199679,79074,278753,2020,4,0,2020,104,46243.0,89714.0,235841.0,78259.42857142857,111587.5
2020-04-14,W,196277,79616,275893,2020,4,1,2020,105,79074.0,90824.0,166575.0,76739.42857142857,106361.93333333333
2020-04-15,W,199545,78844,278389,2020,4,2,2020,106,79616.0,88894.0,284844.0,75138.28571428571,103463.3
2020-04-16,W,213862,79764,293626,2020,4,3,2020,107,78844.0,86725.0,217294.0,73702.57142857143,96596.63333333333
2020-04-17,W,205280,77935,283215,2020,4,4,2020,108,79764.0,85608.0,179316.0,72708.14285714286,92012.3
2020-04-18,A,175887,58347,234234,2020,4,5,2020,109,77935.0,59808.0,163013.0,71612.0,88632.93333333333
2020-04-19,U,135539,47512,183051,2020,4,6,2020,110,58347.0,46243.0,152797.0,71403.28571428571,85144.06666666667
2020-04-20,W,225938,79017,304955,2020,4,0,2020,111,47512.0,79074.0,86695.0,71584.57142857143,81634.56666666667
2020-04-21,W,219120,77886,297006,2020,4,1,2020,112,79017.0,79616.0,60490.0,71576.42857142857,81378.63333333333
2020-04-22,W,213080,77822,290902,2020,4,2,2020,113,77886.0,78844.0,103992.0,71329.28571428571,81958.5
2020-04-23,W,214131,77918,292049,2020,4,3,2020,114,77822.0,79764.0,105312.0,71183.28571428571,81086.16666666667
2020-04-24,W,225498,78966,304464,2020,4,4,2020,115,77918.0,77935.0,106913.0,70919.57142857143,80173.03333333334
2020-04-25,A,156179,51764,207943,2020,4,5,2020,116,78966.0,58347.0,100860.0,71066.85714285714,79241.46666666666
2020-04-26,U,145023,47350,192373,2020,4,6,2020,117,51764.0,47512.0,102714.0,70126.42857142857,77604.93333333333
2020-04-27,W,230903,77830,308733,2020,4,0,2020,118,47350.0,79017.0,68572.0,70103.28571428571,75759.46666666666
2020-04-28,W,229831,79284,309115,2020,4,1,2020,119,77830.0,77886.0,57736.0,69933.71428571429,76068.06666666667
2020-04-29,W,205453,74942,280395,2020,4,2,2020,120,79284.0,77822.0,96996.0,70133.42857142857,76786.33333333333
2020-04-30,W,224948,79783,304731,2020,4,3,2020,121,74942.0,77918.0,94709.0,69722.0,76051.2
2020-05-01,W,272700,89139,361839,2020,5,4,2020,122,79783.0,78966.0,100042.0,69988.42857142857,75553.66666666667
2020-05-02,A,210617,59142,269759,2020,5,5,2020,123,89139.0,51764.0,95183.0,71441.71428571429,75190.23333333334
2020-05-03,U,155791,49160,204951,2020,5,6,2020,124,59142.0,47350.0,101015.0,72495.71428571429,73988.86666666667
2020-05-04,W,244960,79706,324666,2020,5,0,2020,125,49160.0,77830.0,65727.0,72754.28571428571,72260.36666666667
2020-05-05,W,224885,77485,302370,2020,5,1,2020,126,79706.0,79284.0,53173.0,73022.28571428571,72726.33333333333
2020-05-06,W,248434,82526,330960,2020,5,2,2020,127,77485.0,74942.0,89714.0,72765.28571428571,73536.73333333334
2020-05-07,W,247597,83941,331538,2020,5,3,2020,128,82526.0,79783.0,90824.0,73848.71428571429,73297.13333333333
2020-05-08,W,242402,82107,324509,2020,5,4,2020,129,83941.0,89139.0,88894.0,74442.71428571429,73067.7
2020-05-09,A,206907,59372,266279,2020,5,5,2020,130,82107.0,59142.0,86725.0,73438.14285714286,72841.46666666666
2020-05-10,U,134047,43773,177820,2020,5,6,2020,131,59372.0,49160.0,85608.0,73471.0,71929.7
2020-05-11,W,236521,77650,314171,2020,5,0,2020,132,43773.0,79706.0,59808.0,72701.42857142857,70535.2
2020-05-12,W,244938,81217,326155,2020,5,1,2020,133,77650.0,77485.0,46243.0,72407.71428571429,71129.93333333333
2020-05-13,W,259169,83529,342698,2020,5,2,2020,134,81217.0,82526.0,79074.0,72940.85714285714,72295.73333333334
2020-05-14,W,211894,76152,288046,2020,5,3,2020,135,83529.0,83941.0,79616.0,73084.14285714286,72444.23333333334
2020-05-15,W,261148,82454,343602,2020,5,4,2020,136,76152.0,82107.0,78844.0,71971.42857142857,72328.76666666666
2020-05-16,A,204433,60144,264577,2020,5,5,2020,137,82454.0,59372.0,79764.0,72021.0,72449.1
